name,bus,P1,Q1,P2,Q2,P3,Q3
s41c,41,0.0,0.0,0.0,0.0,20.0,10.0
s42a,42,20.0,10.0,0.0,0.0,0.0,0.0
s43b,43,0.0,0.0,41.62,20.81,0.0,0.0
,44,0.0,0.0,0.0,0.0,0.0,0.0
s45a,45,19.71,9.85,0.0,0.0,0.0,0.0
s47,47,34.44,24.6,35.66,25.47,35.03,25.02
s46a,46,20.0,10.0,0.0,0.0,0.0,0.0
s48,48,67.75,48.39,72.63,51.88,70.09,50.06
s49c,49,35.0,25.0,70.0,50.0,35.0,20.0
s50c,50,0.0,0.0,0.0,0.0,40.0,20.0
s51a,51,20.0,10.0,0.0,0.0,0.0,0.0
,151,0.0,0.0,0.0,0.0,0.0,0.0
s52a,52,40.0,20.0,0.0,0.0,0.0,0.0
s53a,53,40.0,20.0,0.0,0.0,0.0,0.0
,54,0.0,0.0,0.0,0.0,0.0,0.0
s55a,55,19.65,9.83,0.0,0.0,0.0,0.0
,57,0.0,0.0,0.0,0.0,0.0,0.0
s56b,56,0.0,0.0,20.0,10.0,0.0,0.0
s58b,58,0.0,0.0,20.49,10.24,0.0,0.0
s60a,60,20.0,10.0,0.0,0.0,0.0,0.0
s59b,59,0.0,0.0,20.0,10.0,0.0,0.0
,61,0.0,0.0,0.0,0.0,0.0,0.0
s62c,62,0.0,0.0,0.0,0.0,39.78,19.89
s63a,63,40.0,20.0,0.0,0.0,0.0,0.0
s64b,64,0.0,0.0,76.2,35.56,0.0,0.0
s65c,65,44.2,45.4,35.43,25.42,58.559999999999995,27.89
s66c,66,0.0,0.0,0.0,0.0,75.0,35.0
,67,0.0,0.0,0.0,0.0,0.0,0.0
s68a,68,20.0,10.0,0.0,0.0,0.0,0.0
,72,0.0,0.0,0.0,0.0,0.0,0.0
,97,0.0,0.0,0.0,0.0,0.0,0.0
s69a,69,40.0,20.0,0.0,0.0,0.0,0.0
s70a,70,20.0,10.0,0.0,0.0,0.0,0.0
s71a,71,40.0,20.0,0.0,0.0,0.0,0.0
s73c,73,0.0,0.0,0.0,0.0,40.0,20.0
s76c,76,99.57,55.11,80.21000000000001,77.8,71.93,51.99
s74c,74,0.0,0.0,0.0,0.0,41.94,20.97
s75c,75,0.0,0.0,0.0,0.0,40.0,20.0
s77b,77,0.0,0.0,40.0,20.0,0.0,0.0
s86b,86,0.0,0.0,20.0,10.0,0.0,0.0
,78,0.0,0.0,0.0,0.0,0.0,0.0
s79a,79,42.44,21.22,0.0,0.0,0.0,0.0
s80b,80,0.0,0.0,40.0,20.0,0.0,0.0
,81,0.0,0.0,0.0,0.0,0.0,0.0
s82a,82,40.0,20.0,0.0,0.0,0.0,0.0
s84c,84,0.0,0.0,0.0,0.0,20.0,10.0
s83c,83,0.0,0.0,0.0,0.0,20.0,10.0
s85c,85,0.0,0.0,0.0,0.0,40.0,20.0
s87b,87,0.0,0.0,40.0,20.0,0.0,0.0
s88a,88,40.0,20.0,0.0,0.0,0.0,0.0
,89,0.0,0.0,0.0,0.0,0.0,0.0
s90b,90,0.0,0.0,41.09,20.55,0.0,0.0
,91,0.0,0.0,0.0,0.0,0.0,0.0
s92c,92,0.0,0.0,0.0,0.0,40.0,20.0
,93,0.0,0.0,0.0,0.0,0.0,0.0
s94a,94,40.0,20.0,0.0,0.0,0.0,0.0
s95b,95,0.0,0.0,20.0,10.0,0.0,0.0
s96b,96,0.0,0.0,20.0,10.0,0.0,0.0
s98a,98,40.0,20.0,0.0,0.0,0.0,0.0
s99b,99,0.0,0.0,40.0,20.0,0.0,0.0
s100c,100,0.0,0.0,0.0,0.0,42.15,21.07
,450,0.0,0.0,0.0,0.0,0.0,0.0
,197,0.0,0.0,0.0,0.0,0.0,0.0
,101,0.0,0.0,0.0,0.0,0.0,0.0
s102c,102,0.0,0.0,0.0,0.0,20.0,10.0
,105,0.0,0.0,0.0,0.0,0.0,0.0
s103c,103,0.0,0.0,0.0,0.0,40.0,20.0
s104c,104,0.0,0.0,0.0,0.0,40.0,20.0
s106b,106,0.0,0.0,40.0,20.0,0.0,0.0
,108,0.0,0.0,0.0,0.0,0.0,0.0
s107b,107,0.0,0.0,40.0,20.0,0.0,0.0
s109a,109,40.0,20.0,0.0,0.0,0.0,0.0
,300,0.0,0.0,0.0,0.0,0.0,0.0
,110,0.0,0.0,0.0,0.0,0.0,0.0
s111a,111,20.0,10.0,0.0,0.0,0.0,0.0
s112a,112,20.34,10.17,0.0,0.0,0.0,0.0
s113a,113,41.22,20.61,0.0,0.0,0.0,0.0
s114a,114,20.0,10.0,0.0,0.0,0.0,0.0
,135,0.0,0.0,0.0,0.0,0.0,0.0
,152,0.0,0.0,0.0,0.0,0.0,0.0
,160r,0.0,0.0,0.0,0.0,0.0,0.0
,160,0.0,0.0,0.0,0.0,0.0,0.0
,61s,0.0,0.0,0.0,0.0,0.0,0.0
,610,0.0,0.0,0.0,0.0,0.0,0.0
