name,basekV,latitude,longitude
l3125349,7.2,46.67529412,-119.1793716
n1138603,7.2,46.67553444,-119.1796167
l3181545,7.2,46.6763893,-119.1804888
n1138599,7.2,46.67682932,-119.1814342
m1069376,7.2,46.67698248,-119.1817633
n1138598,7.2,46.6771822,-119.1816787
l2822877,7.2,46.67749578,-119.1815458
m1069382,7.2,46.67803888,-119.1814177
l2766741,7.2,46.67890224,-119.1812568
m1069411,7.2,46.6801419,-119.1811115
n1138597,7.2,46.68082616,-119.1811156
m1069417,7.2,46.68128024,-119.1811183
m1069418,7.2,46.68251502,-119.1813828
m1069419,7.2,46.68317468,-119.1816374
m4277837,7.2,46.68414362,-119.1818539
m1069420,7.2,46.68653682,-119.1814515
l2935549,7.2,46.68785836,-119.1810084
m1069424,7.2,46.68908778,-119.1806455
m1069428,7.2,46.69014942,-119.1803212
q14411,7.2,46.69043246,-119.180264
d5956499-2_int,7.2,46.69108586,-119.1800551
l2766749,7.2,46.69133694,-119.179935
m1069438,7.2,46.6922789,-119.1796474
l2925506,7.2,46.69271228,-119.179518
n1139260,7.2,46.6941115,-119.1790156
m1069457,7.2,46.6942051,-119.178982
d5803273-1_int,7.2,46.69478842,-119.1798462
l2876798,7.2,46.69503186,-119.1802448
m1069461,7.2,46.69513942,-119.1810746
m1069464,7.2,46.69613728,-119.1817553
m1069468,7.2,46.69692892,-119.1825731
l3216367,7.2,46.69744388,-119.1829204
l2991939,7.2,46.69861002,-119.1837115
l2673308,7.2,46.69991406,-119.184842
l2745848,7.2,46.7004879,-119.1855484
m1069481,7.2,46.70075092,-119.1858838
m1069483,7.2,46.70125468,-119.1865142
m1047480,7.2,46.70222126,-119.1880859
m1047483,7.2,46.70287326,-119.1892032
l3010560,7.2,46.70310826,-119.1896857
m1047484,7.2,46.70350048,-119.1905822
m1047486,7.2,46.70397606,-119.1921928
l3122821,7.2,46.7031868,-119.1943578
m1047485,7.2,46.70397248,-119.1975952
l2726973,7.2,46.70463306,-119.1988099
m1047490,7.2,46.70537938,-119.1996703
l2822872,7.2,46.70667714,-119.1999999
l3104136,7.2,46.7081809,-119.2016468
m1047497,7.2,46.70843968,-119.2018934
l3160109,7.2,46.70924798,-119.202655
196-29520,7.2,46.7099447,-119.2033824
n1137992,7.2,46.70999362,-119.2034335
d5742811-3_int,7.2,46.71029558,-119.2037622
l2820531,7.2,46.7103969,-119.2038545
m1047507,7.2,46.71053194,-119.2045181
m1026905,7.2,46.72649696,-119.2333835
m1026907,7.2,46.7268277,-119.2355085
m1026902,7.2,46.72595682,-119.2318085
p827525,7.2,46.72528888,-119.2303115
m1026chp-1,7.2,46.72702242,-119.2289314
m1026chp-2,7.2,46.72702242,-119.227887
m1026chp-3,7.2,46.72702242,-119.2273648
m1026896,7.2,46.7251903,-119.2300945
l3120484,7.2,46.72455128,-119.2284955
m1026886,7.2,46.72454004,-119.2284674
q14413,7.2,46.72397324,-119.2281481
d5502543-2_int,7.2,46.72310206,-119.2265816
m1026872,7.2,46.72242406,-119.2262821
l2822871,7.2,46.72176192,-119.2256251
l3235257,7.2,46.7205256,-119.2244479
m1026851,7.2,46.72053228,-119.2239333
l3197646,7.2,46.72051712,-119.2222424
m1026852,7.2,46.72053832,-119.220474
m1026854,7.2,46.72066644,-119.2182311
m1026858,7.2,46.72084534,-119.2174231
m1026861,7.2,46.72108696,-119.2148737
m1026855,7.2,46.72069658,-119.2144455
l3235254,7.2,46.7195574,-119.2133765
m3768670,7.2,46.7190803,-119.2122389
l3216345,7.2,46.7187972,-119.2109853
l2879070,7.2,46.71829828,-119.2095772
m1026830,7.2,46.71798322,-119.2087613
m3763619,7.2,46.71776808,-119.2080881
m1047592,7.2,46.717545,-119.2074555
m1047577,7.2,46.71662198,-119.2060808
l3103822,7.2,46.71542296,-119.2046833
n1136669,7.2,46.7149438,-119.2038191
m1047552,7.2,46.71471708,-119.2034102
m1047548,7.2,46.71464682,-119.2030894
l3066815,7.2,46.71439892,-119.2023893
196-29519,7.2,46.71425884,-119.2018277
n1136667,7.2,46.71404078,-119.2012862
l2858166,7.2,46.71346174,-119.1999313
d5863704-2_int,7.2,46.71373678,-119.2007335
m1047528,7.2,46.71342746,-119.1998595
n1136666,7.2,46.71321612,-119.1994168
m1047526,7.2,46.71313678,-119.1992506
m1047521,7.2,46.7128388,-119.1986262
m1047pv-3,7.2,46.71025202,-119.1944673
m1047pv-2,7.2,46.71090542,-119.1960339
m1047pv-1,7.2,46.7115588,-119.1968171
m1047520,7.2,46.71286558,-119.1973393
m1047522,7.2,46.7128621,-119.1968605
d6077791-3_int,7.2,46.71308338,-119.196295
n1136663,7.2,46.71318156,-119.1961462
m1047534,7.2,46.71395636,-119.1944139
m1047550,7.2,46.71468446,-119.1929448
m1047558,7.2,46.71505906,-119.1921198
m1047568,7.2,46.71587864,-119.190919
q14733,7.2,46.7159583,-119.1908382
d5860423-3_int,7.2,46.71621966,-119.1903943
190-8593,7.2,46.71630678,-119.1902789
m1047575,7.2,46.71678594,-119.1896632
regxfmr_190-8593,7.2,46.71669882,-119.1897677
d5860450-1_int,7.2,46.71722154,-119.1892455
l2841632,7.2,46.7176347,-119.1887776
m1047574,7.2,46.71780014,-119.1886324
m1069500,7.2,46.71861344,-119.1876533
m1069504,7.2,46.71966492,-119.1863303
l2691967,7.2,46.72010556,-119.1857518
r42246,7.2,46.72052652,-119.1852282
q16642_cap,7.2,46.7206,-119.18515
q16642,7.2,46.72066274,-119.1851203
d6290228-6_int,7.2,46.7210112,-119.1846503
n1136657,7.2,46.72109942,-119.1845154
m1069514,7.2,46.72122086,-119.1843644
m1069515,7.2,46.72148718,-119.183648
n1136367,7.2,46.72185592,-119.1831585
m1069517,7.2,46.72213072,-119.1827936
n1136365,7.2,46.72192582,-119.1823456
m1069516,7.2,46.72157256,-119.1815733
m1069513,7.2,46.72096106,-119.1802548
l2766738,7.2,46.72058436,-119.1794188
m1069509,7.2,46.7202013,-119.1783532
m1069505,7.2,46.7198764,-119.1779839
n1134478,7.2,46.71976022,-119.1778509
m1069503,7.2,46.71951076,-119.1775653
e182729,7.2,46.71943204,-119.177475
d5534969-2_int,7.2,46.7192906,-119.1772875
n1134477,7.2,46.71920558,-119.1771987
l3066814,7.2,46.7190627,-119.1770243
n1134476,7.2,46.71867106,-119.1765274
m1069499,7.2,46.71833932,-119.1761065
m1069498,7.2,46.71742112,-119.1748332
m1069495,7.2,46.71729196,-119.1747193
m1069497,7.2,46.71734668,-119.1744659
n1134475,7.2,46.71734242,-119.173895
m1069496,7.2,46.71733474,-119.1728749
n1134474,7.2,46.7172482,-119.1719072
m1089215,7.2,46.71717862,-119.1711294
m1089220,7.2,46.71874612,-119.1709691
m1089der480-2,0.28,46.71874612,-119.1704469
m1089-dies1,0.28,46.71874612,-119.1699247
n1144663,7.2,46.71713376,-119.1706964
l3231255,7.2,46.7170885,-119.1702591
l3118855,7.2,46.717071,-119.1693944
m1089213,7.2,46.7170922,-119.1680149
l3160098,7.2,46.71692316,-119.1662037
m1089207,7.2,46.71680306,-119.165824
m1089203,7.2,46.71652184,-119.1649298
m1089202,7.2,46.71611664,-119.1639657
m1089201,7.2,46.71609086,-119.1639043
m1089198,7.2,46.7149737,-119.1611829
m1089196,7.2,46.71438908,-119.1594916
m1089197,7.2,46.71479544,-119.1579491
m1089199,7.2,46.71529394,-119.1566918
m1108526,7.2,46.71588234,-119.1551244
m1108534,7.2,46.71660926,-119.153102
m1108535,7.2,46.71708594,-119.1480757
m1108532,7.2,46.71640836,-119.1467053
m1108529,7.2,46.7161684,-119.1463925
q14734,7.2,46.71591474,-119.1463221
d5587291-3_int,7.2,46.71534848,-119.1461132
190-8581,7.2,46.71529276,-119.1460857
l2692635,7.2,46.71460796,-119.1459565
regxfmr_190-8581,7.2,46.71482576,-119.1460088
d5578300-1_int,7.2,46.71395458,-119.1458521
l2692633,7.2,46.71374022,-119.1457813
l2674027,7.2,46.71336678,-119.1456181
l3179646,7.2,46.71272228,-119.1453349
l2955047,7.2,46.71205574,-119.1451675
m1108505,7.2,46.71129776,-119.1449483
m1108500,7.2,46.7109387,-119.1448811
n1142104,7.2,46.71029646,-119.1447609
l3104830,7.2,46.70924862,-119.1445376
n1142103,7.2,46.70910746,-119.1444476
m1108493,7.2,46.70863792,-119.1441484
l3142049,7.2,46.7075695,-119.1434675
m1108490,7.2,46.70701538,-119.1431071
n1142100,7.2,46.70685156,-119.1429918
n1142099,7.2,46.7064217,-119.1426894
l2730106,7.2,46.70614602,-119.1424954
m1108484,7.2,46.70472436,-119.1419833
l2933135,7.2,46.70371776,-119.1415366
m4122658,7.2,46.70369536,-119.1415268
l3232902,7.2,46.7031547,-119.1413718
l3179650,7.2,46.70256256,-119.1412026
l2973791,7.2,46.70166684,-119.1409339
l2859403,7.2,46.70113856,-119.1407863
r20703,7.2,46.70054336,-119.14062
e183473,7.2,46.70045366,-119.1405949
d5535139-1_int,7.2,46.70036402,-119.1405885
m1125997,7.2,46.70032046,-119.1405816
m1125994,7.2,46.69892008,-119.1401959
l3067478,7.2,46.69745486,-119.1398349
m1125990,7.2,46.69656402,-119.1396124
m1125989,7.2,46.69649546,-119.1395952
m1125987,7.2,46.69555144,-119.1393623
m1125976,7.2,46.6932045,-119.1384345
m1125968,7.2,46.69310232,-119.1377606
l2767341,7.2,46.69316116,-119.1372632
m1125969,7.2,46.69310484,-119.1368212
e206217,7.2,46.69295618,-119.1358793
d6198039-1_int,7.2,46.6928718,-119.1351996
l3123452,7.2,46.6927794,-119.1347592
m1125962,7.2,46.69253564,-119.1326675
m1125960,7.2,46.69236024,-119.1326203
l3214069,7.2,46.69165466,-119.1324306
m1125952,7.2,46.69147658,-119.1323827
l3214071,7.2,46.69085696,-119.1318334
m1125947,7.2,46.69018234,-119.1312353
m1125944,7.2,46.68923576,-119.1285163
m1142875,7.2,46.6871611,-119.1247966
m1142874,7.2,46.68670774,-119.1240278
m1142871,7.2,46.6865031,-119.1234219
m1142869,7.2,46.68625698,-119.1230042
m1142868,7.2,46.68582632,-119.1222374
l3030197,7.2,46.68527276,-119.1212274
m1142865,7.2,46.68477644,-119.1203569
m1142863,7.2,46.68425042,-119.1193946
m1142860,7.2,46.68383374,-119.1186866
l3160872,7.2,46.68336398,-119.1178673
q1301,7.2,46.6833105,-119.1177848
d5861005-2_int,7.2,46.68324516,-119.1176542
196-31070,7.2,46.68319532,-119.117585
m1142851,7.2,46.68308242,-119.11739
l2955077,7.2,46.68259678,-119.1165373
d6108141-1_int,7.2,46.71277846,-119.198697
e206209,7.2,46.7126478,-119.199167
l2897777,7.2,46.7121662,-119.2009723
n1144665,7.2,46.71200746,-119.2013961
m1047515,7.2,46.71184712,-119.2018241
m1047513,7.2,46.71104494,-119.2034981
196-35813,7.2,46.71015314,-119.2052652
n1140519,7.2,46.71009774,-119.2053745
d5895780-3_int,7.2,46.70985998,-119.2059553
l2991914,7.2,46.7096814,-119.2061957
m1047503,7.2,46.70940536,-119.206709
l2841635,7.2,46.70922136,-119.2070512
l2822869,7.2,46.70876094,-119.2079076
m1026808,7.2,46.7079097,-119.2091707
m1026807,7.2,46.70787564,-119.2092465
n1140521,7.2,46.70775128,-119.2095233
l3254217,7.2,46.7075079,-119.2100651
m1026800,7.2,46.70667526,-119.2104214
m1026797,7.2,46.70587926,-119.210721
m1026796,7.2,46.70584402,-119.2107322
m1026795,7.2,46.70540942,-119.2107414
m1026786,7.2,46.7044864,-119.2113519
m1026785,7.2,46.70443518,-119.2113768
m1026783,7.2,46.70404132,-119.2115684
m1026780,7.2,46.70380992,-119.2116998
m1026774,7.2,46.70241036,-119.2124414
m1026769,7.2,46.70083834,-119.2132318
l2841633,7.2,46.70073276,-119.2133055
d5534970-1_int,7.2,46.70001554,-119.213527
e182732,7.2,46.69937644,-119.2141358
m1026760,7.2,46.69925962,-119.2142073
m1026744,7.2,46.6977597,-119.2150182
m1026724,7.2,46.69559526,-119.2162794
r18243,7.2,46.69552578,-119.2163555
n1139552,7.2,46.69519212,-119.2167039
m1026702,7.2,46.69424732,-119.2176905
n1139551,7.2,46.69352872,-119.2197208
m1026695,7.2,46.693402,-119.2200767
n1140818,7.2,46.69360124,-119.221133
l2973167,7.2,46.69363492,-119.2213116
n1140819,7.2,46.69393264,-119.2224384
m1026700,7.2,46.6940489,-119.2228782
m1026706,7.2,46.69456226,-119.2242075
n1140828,7.2,46.69461008,-119.2262503
m1026708,7.2,46.69461496,-119.2264588
m1026709,7.2,46.69461526,-119.2264713
m1026701,7.2,46.69419792,-119.2273419
m1026697,7.2,46.69363848,-119.2281469
m1026690,7.2,46.69305636,-119.2289441
l2879078,7.2,46.69213664,-119.2301729
d6108145-1_int,7.2,46.69182638,-119.2304979
m1026681,7.2,46.6915688,-119.2309338
l3048221,7.2,46.69095422,-119.2317572
d5835167-6_int,7.2,46.69043246,-119.2323256
l3085398,7.2,46.72610558,-119.2359255
d5653457-1_int,7.2,46.72528004,-119.2362419
m1026891,7.2,46.72496366,-119.2364566
l3160102,7.2,46.72385102,-119.2371322
p827514,7.2,46.72300352,-119.2373964
m1026876,7.2,46.7229192,-119.2374225
m1026866,7.2,46.7214197,-119.2373122
m1026844,7.2,46.71950814,-119.2370691
l2876814,7.2,46.71946568,-119.2370686
m1026834,7.2,46.71832454,-119.237049
m1026829,7.2,46.7175529,-119.2370358
m1026824,7.2,46.71560456,-119.2372769
m1009807,7.2,46.71292178,-119.237673
m1009805,7.2,46.71204998,-119.2378258
d5621886-1_int,7.2,46.71003422,-119.2378242
m1009784,7.2,46.70851692,-119.2383392
m1009770,7.2,46.70764996,-119.2384108
n1147857,7.2,46.70754484,-119.2384666
m1009742,7.2,46.70682942,-119.2388465
p901972,7.2,46.7066612,-119.2388831
m1009726,7.2,46.70543194,-119.2384245
m1009724,7.2,46.70439314,-119.2384707
m1009720,7.2,46.70374816,-119.2383667
m1009715,7.2,46.70334188,-119.2383946
m1009705,7.2,46.70219352,-119.2383701
m1009698,7.2,46.7015245,-119.2384826
m1026767,7.2,46.700769,-119.237437
l3216346,7.2,46.70016138,-119.2372363
l2858163,7.2,46.69869482,-119.2358314
l2766747,7.2,46.69650362,-119.2349709
m1026732,7.2,46.6960205,-119.2347855
l3047058,7.2,46.69491544,-119.2343615
l3047059,7.2,46.69348162,-119.233631
l3047060,7.2,46.69217484,-119.2325867
m1009650,7.2,46.68575126,-119.238392
m1009651,7.2,46.68584736,-119.2382887
m1026655,7.2,46.68646472,-119.237501
m1026658,7.2,46.68716346,-119.2366095
l2673319,7.2,46.6874892,-119.2361939
m1026662,7.2,46.688787,-119.2343047
m1026670,7.2,46.68936396,-119.2338653
m3036170,7.2,46.68952622,-119.2336658
l2691952,7.2,46.68954794,-119.2336391
q14414,7.2,46.68977908,-119.2331088
d5867591-1_int,7.2,46.69892656,-119.1412047
e183472,7.2,46.69892656,-119.1417269
l2989566,7.2,46.69911832,-119.1429037
m1108378,7.2,46.6990649,-119.1443824
m1108379,7.2,46.69906914,-119.1445639
m1108380,7.2,46.69908516,-119.1452515
l2898495,7.2,46.69911926,-119.1467158
m1108400,7.2,46.69827316,-119.1469487
m1108401,7.2,46.69827316,-119.147732
m1108402,7.2,46.69783758,-119.1487763
m1108403,7.2,46.69783758,-119.1495596
m1108404,7.2,46.69696638,-119.1443378
m1108405,7.2,46.69696638,-119.1479931
m1108406,7.2,46.69696638,-119.150604
m1108407,7.2,46.69783758,-119.150604
l2952003,7.2,46.6990987,-119.1491253
m1108381,7.2,46.6991535,-119.1509615
l3254237,7.2,46.69859228,-119.1520753
m1108387,7.2,46.69984872,-119.1530436
m1108398,7.2,46.7002715,-119.1529181
m1108395,7.2,46.70012254,-119.1540697
m1108410,7.2,46.70175792,-119.1542593
l2896685,7.2,46.70052562,-119.1556193
m1089185,7.2,46.70062786,-119.1560123
p850083,7.2,46.70052476,-119.1560153
221-312488,7.2,46.70044048,-119.1560165
m1089183,7.2,46.70024728,-119.1560193
l2990826,7.2,46.7004649,-119.1566506
l2990827,7.2,46.70088674,-119.1584367
l2990828,7.2,46.70132234,-119.1605254
l2841619,7.2,46.70178288,-119.1620325
m1089189,7.2,46.7015786,-119.1633078
m1089188,7.2,46.70149744,-119.1644398
m1089187,7.2,46.69696638,-119.164494
m1089186,7.2,46.69740198,-119.1636585
m1089der480-1,0.28,46.69740198,-119.1626142
m1089-lng1,0.28,46.69740198,-119.162092
l2822863,7.2,46.69513762,-119.1645311
m1089177,7.2,46.6932248,-119.1645831
e182723,7.2,46.69252118,-119.1646049
d5746546-1_int,7.2,46.69217484,-119.1646047
l2935551,7.2,46.69206328,-119.164605
m1089173,7.2,46.69119358,-119.1646024
m1089174,7.2,46.69132792,-119.1650827
d5534967-1_int,7.2,46.69173926,-119.1662695
p827501,7.2,46.69211626,-119.1666349
n1140516,7.2,46.69214378,-119.1667009
m1089176,7.2,46.6929489,-119.1686314
m1089179,7.2,46.69331524,-119.169735
m1069451,7.2,46.6935786,-119.1716592
l2804282,7.2,46.69393024,-119.1751479
l3104154,7.2,46.69396714,-119.1765417
l3104155,7.2,46.69399724,-119.1772309
m1069456,7.2,46.69410892,-119.1777575
n1147867,7.2,46.69416404,-119.1780185
